bike_latitude,bike_longitude,free_bikes
43.643769,-79.447915,12
43.649172,-79.4445087,5
43.663912,-79.416124,1
43.66587,-79.33443,16
43.658816,-79.367318,12
43.654004,-79.444792,9
43.6397,-79.44865,12
43.653809,-79.3595,4
43.673768,-79.391253,1
43.656638,-79.358749,15
43.716652,-79.399993,3
43.684261,-79.299332,4
43.678685,-79.297974,2
43.65143,-79.47779,6
43.64976,-79.48477,4
43.664182,-79.449066,11
43.64407,-79.3929,19
43.61868,-79.48674,7
43.6442,-79.38702,9
43.64283,-79.38409,6
43.65182,-79.47421,2
43.685569,-79.408019,0
43.651678,-79.375233,7
43.651838,-79.378743,1
43.665221,-79.394009,0
43.688148,-79.362101,13
43.669232,-79.374495,7
43.640075,-79.414156,28
43.678285,-79.347346,1
43.697139,-79.31469,0
43.694826,-79.295208,13
43.673118,-79.318651,13
43.689293,-79.295895,2
43.66908,-79.3149,16
43.66073,-79.47149,19
43.63121,-79.41414,2
43.66189,-79.42679,1
43.65389,-79.4675,4
43.676697,-79.445029,1
43.68114,-79.4277,1
43.663148,-79.347938,13
43.669813,-79.3335,26
43.633537,-79.437461,5
43.63632,-79.47307,22
43.697819,-79.38786,3
43.638426,-79.429142,16
43.65988,-79.38279,5
43.66842,-79.410585,3
43.66402,-79.46418,12
43.66686,-79.46526,14
43.671278,-79.372127,6
43.635023,-79.399505,12
43.66834,-79.38235,6
43.65263,-79.38766,1
43.70547,-79.40355,3
43.641675,-79.354006,15
43.694341,-79.291416,3
43.64422,-79.36927,14
43.685924,-79.376304,3
43.645215,-79.364898,23
43.646677,-79.442741,4
43.63855,-79.46693,12
43.645599,-79.4657123,5
43.674923,-79.430465,1
43.684758,-79.316767,5
43.66663,-79.38148,21
43.685221,-79.294766,5
43.635492,-79.398253,26
43.63951,-79.383717,2
43.641529,-79.386741,1
43.6417852,-79.4131148,21
43.655766,-79.3802,20
43.680466,-79.432522,0
43.664088,-79.387095,3
43.65917,-79.46997,9
43.671535,-79.379173,6
43.646734,-79.38301,7
43.6662942,-79.4066433,2
43.675278,-79.423889,3
43.648928,-79.378623,0
43.715951,-79.351246,4
43.665645,-79.304711,19
43.645572,-79.39399,7
43.652777,-79.372637,8
43.665538,-79.451263,4
43.650325,-79.372287,9
43.66943,-79.38915,0
43.669244,-79.3894,4
43.683351,-79.41562,0
43.6574766,-79.373446,4
43.636611,-79.400042,21
43.646552,-79.406468,1
43.713524,-79.400162,1
43.65003919999999,-79.3733541,4
43.653264,-79.382458,23
43.663376,-79.392125,1
43.660439,-79.385525,1
43.659226,-79.390213,2
43.65995,-79.38964,1
43.661803,-79.389682,3
43.660087,-79.385655,2
43.6146692,-79.4873148,6
43.626265,-79.476723,20
43.63771,-79.458173,17
43.6390437,-79.4760109,21
43.6486599,-79.4376413,8
43.6423847,-79.4240277,14
43.6702236,-79.4360232,17
43.6752732,-79.3778458,15
43.645469,-79.411084,13
43.6882821,-79.4253856,0
43.651603,-79.408346,14
43.670206,-79.402643,12
43.661559,-79.413845,6
43.6560758,-79.393259,8
43.6580442,-79.3927404,11
43.6568254,-79.3966159,10
43.5927419,-79.54033009999999,10
43.597082,-79.522768,3
43.6171635,-79.4971065,4
43.612063,-79.496573,7
43.63732,-79.489083,3
43.5961692,-79.5160575,12
43.613606,-79.4883535,6
43.664665,-79.489385,9
43.665523,-79.484892,7
43.668496,-79.485426,15
43.698841,-79.519472,12
43.658574,-79.487246,9
43.63985,-79.43703,25
43.665076,-79.341509,6
43.6323994,-79.40978179999999,18
43.6935477,-79.3301658,4
43.6438036,-79.4770327,10
43.65246,-79.413528,8
43.6548521,-79.35397680000001,7
43.630874,-79.482407,19
43.6704403,-79.45328549999999,4
43.6535,-79.354068,12
43.6617908,-79.361515,9
43.649709,-79.364184,15
43.666051,-79.374161,13
43.7005976,-79.397345,10
43.7029672,-79.3979073,5
43.68871,-79.39264,0
43.6834703,-79.5108942,3
43.7696262,-79.5025943,1
43.7641485,-79.5012809,5
43.76521,-79.491281,1
43.7724019,-79.4675395,12
43.7781116,-79.467963,8
43.707049,-79.40966,0
43.711751,-79.378615,15
43.732975,-79.40401,0
43.660274,-79.398049,1
43.699281,-79.318802,1
43.696631,-79.297436,14
43.650077,-79.391291,5
43.6765897,-79.3163022,9
43.650745,-79.383633,1
43.720233,-79.362092,13
43.6926825,-79.441042,0
43.7041957,-79.4094472,0
43.7078691,-79.39248,2
43.5880774,-79.5432067,10
43.754978,-79.1971289,5
43.6856,-79.3718,9
43.637764,-79.345359,13
43.6629228,-79.4018451,0
43.660296,-79.397107,2
43.7805505,-79.1301203,2
43.7777114,-79.1659711,9
43.779353,-79.193023,3
43.747854,-79.199327,9
43.7561681,-79.2026694,7
43.6002896,-79.5108692,20
43.6615467,-79.498398,15
43.6632257,-79.4397052,5
43.680095,-79.291714,2
43.691468,-79.288619,3
43.645609,-79.380386,15
43.6591666666667,-79.3855555555556,6
43.658777,-79.369596,8
43.6625395,-79.5030161,11
43.7004017,-79.4275305,1
43.77953,-79.45233,10
43.7774374,-79.4447096,4
43.6637403,-79.39806449999999,0
43.707045,-79.375437,10
43.6495789,-79.3762096,2
43.690903,-79.4375028,0
43.643253094827294,-79.41230469904167,9
43.6029904,-79.4926867,15
43.6596299,-79.4799176,7
43.6608333,-79.43166666666667,7
43.66083333333333,-79.43583333333333,7
43.69933,-79.39199,6
43.6653032,-79.4701178,2
43.6162721,-79.4990363,2
43.720645,-79.355474,6
43.6641174,-79.4588522,4
43.6424558,-79.4296346,15
43.6954486,-79.4026176,3
43.6850809,-79.3149901,10
43.6800218,-79.3405681,7
43.7842419,-79.1849889,9
43.6451308,-79.36536439999999,13
43.6482995,-79.3552533,10
43.65637299999999,-79.38781039999999,4
43.657838,-79.38631,5
43.778015,-79.131911,5
43.672079,-79.470171,0
43.690237,-79.350119,3
43.70942,-79.39139,7
43.671389,-79.382919,3
43.671561,-79.38117,2
43.669903,-79.387802,0
43.693256,-79.383238,6
43.65412449999999,-79.4636388,2
43.680207,-79.339243,4
43.6589882,-79.438715,4
43.6741219,-79.4352208,2
43.6469928,-79.3706665,2
43.683884,-79.36647,19
43.6578449,-79.3899265,6
43.6477785,-79.3847928,17
43.6856128,-79.31168269999999,2
43.681944,-79.390556,4
43.64534,-79.409597,23
43.6393107,-79.4408141,15
43.68306889999999,-79.279682,4
43.6626628,-79.3323698,12
43.681114,-79.3373885,2
43.638925,-79.4168659,13
43.676216,-79.309395,7
43.652822,-79.378208,3
43.656633,-79.379625,15
43.686962,-79.286864,7
43.718039,-79.371914,2
43.672152,-79.39018,0
43.673019,-79.467994,15
43.72268,-79.37644,0
43.6504218,-79.4407647,4
43.68850459999999,-79.3940052,1
43.641705,-79.393295,23
43.647663,-79.487583,2
43.720998,-79.377456,1
43.72814640000001,-79.4032194,0
43.652327224103,-79.3882538196087,2
43.6438602,-79.4227573,9
43.64920406876699,-79.49336334201408,18
43.6503935,-79.3860211,20
43.6399714,-79.39940399999999,7
43.68827060022711,-79.43937767081853,2
43.6614605,-79.37894570000002,13
43.69413548199171,-79.30058718775287,0
43.7254665,-79.40115449999999,3
43.7083577,-79.39886200000001,16
43.63840090000001,-79.4197107,9
43.7027268,-79.33368089999999,1
43.70567,-79.310554,15
43.635,-79.4088888888889,18
43.656784782853144,-79.35627385059036,7
43.732016,-79.403637,2
43.67515255542865,-79.38849615969643,7
43.67468857448634,-79.36701962396272,2
43.727365488246306,-79.3814254607724,7
43.6846177,-79.39245919999999,2
43.77345,-79.5002,0
43.686442,-79.313404,9
43.66402799999999,-79.40297869999999,18
43.65049,-79.3873,34
43.64134790000001,-79.4013882,26
43.64215,-79.377,21
43.6392777,-79.4115736,13
43.645102,-79.39744979999999,17
43.6602021,-79.4342726,6
43.644887,-79.45641169999999,13
43.680012,-79.34403250000001,17
43.637381,-79.406112,13
43.63811,-79.397877,20
43.64957,-79.432446,11
43.6700692,-79.2971326,0
43.6559476,-79.37558829999999,16
43.6677628,-79.30811709999999,17
43.6750806,-79.3068697,11
43.6754247,-79.4547813,4
43.6409957,-79.40966630000001,20
43.6593483,-79.34993659999999,1
43.67168,-79.421192,4
43.652634,-79.374222,0
43.6519501,-79.4060978,2
43.6613642,-79.3641171,6
43.6808774,-79.3304491,4
43.6623658,-79.3413344,17
43.6791345,-79.3263159,4
43.6478206,-79.3704721,11
43.635495,-79.40352209999999,12
43.6868681,-79.3110942,0
43.678177,-79.435364,0
43.6962302,-79.39504339999999,6
43.667076,-79.425116,4
43.68005,-79.43469,0
43.675648,-79.4527619,14
43.6677246,-79.4041365,9
43.648437,-79.39838,7
43.6673,-79.374,6
43.6517925,-79.38269509999999,4
43.6372958,-79.4423237,17
43.6554793,-79.4302462,1
43.686352,-79.415894,0
43.6442457,-79.41610440000001,18
43.7741,-79.5005,3
43.683979,-79.410657,0
43.6472019,-79.3953394,4
43.6513927,-79.35794659999999,14
43.6647688,-79.3772602,4
43.6506,-79.381285,5
43.6408346,-79.3429074,10
43.6585504,-79.4497659,15
43.6484201,-79.40051919999999,24
43.693187,-79.314283,5
43.6425791,-79.40011729999999,7
43.6469251,-79.3733192,17
43.644395,-79.40065430000001,13
43.6463574,-79.391206,4
43.6682342,-79.3702641,6
43.6791876,-79.39071899999999,2
43.674446,-79.398331,12
43.6501644,-79.48296909999999,9
43.636804,-79.408832,18
43.6658804,-79.38761010000002,6
43.68035,-79.28357,1
43.6535052,-79.3667689,14
43.702418581463505,-79.2563167072858,0
43.68824135931814,-79.27046628033244,9
43.691688,-79.265027,7
43.697490048103,-79.25655146462776,1
43.69401297794256,-79.26257204548136,0
43.6929478,-79.28339980000001,7
43.6950192,-79.27180659999999,1
43.69263249999999,-79.4627536,0
43.7105975,-79.2541175,4
43.69415,-79.45782580000001,3
43.70163,-79.44099,2
43.688028,-79.460265,5
43.68323,-79.455765,15
43.69466,-79.45376999999999,1
43.6784834,-79.3513564,2
43.65016869999999,-79.4963345,10
43.6492,-79.50601999999999,7
43.6897656,-79.2939525,2
43.6357643,-79.4674917,21
43.62369169999999,-79.4838132,9
43.648657,-79.458111,2
43.671293,-79.380471,0
43.699327072589426,-79.4493630391668,0
43.63560589999999,-79.4934616,2
43.7611741,-79.5114452,2
43.7603624,-79.5162777,3
43.62313,-79.4918,13
43.772445,-79.511912,7
43.653359,-79.365023,10
43.70643614257429,-79.25104443353288,2
43.655972,-79.370638,4
43.641952,-79.380723,11
43.646552,-79.399586,8
43.6591529,-79.3947953,0
43.659055,-79.440764,0
43.669576,-79.375961,2
43.706466,-79.29511,5
43.646314469245205,-79.44879407014527,13
43.65222662225532,-79.32295440954084,16
43.66526761605873,-79.47502122887077,9
43.66554144421798,-79.41010317605742,4
43.77649016265579,-79.5085364909097,0
43.655431,-79.380653,14
43.65351799690878,-79.38591063795928,5
43.59119994025076,-79.54449133041076,10
43.6544839,-79.34105699999999,14
43.65082785552666,-79.39698099821702,3
43.673843560032594,-79.46092618902435,4
43.647508351306186,-79.38604436555764,12
43.71513211098082,-79.33413623320465,2
43.71649675774656,-79.33089439933623,1
43.715537998967406,-79.32811427663442,2
43.70400405297843,-79.34807015078738,3
43.719632535237835,-79.33199950866776,7
43.70656159598004,-79.36781965092621,9
43.70518328279426,-79.34224729962946,8
43.70088225686968,-79.38736016665911,0
43.68688938028234,-79.40099513147447,1
43.63796,-79.387502,5
43.65484215542248,-79.40351232494366,5
43.6637,-79.400053,0
43.662857,-79.44618,4
43.788319,-79.123505,2
43.643025055165865,-79.39430137761319,16
43.7482972,-79.47570569999999,0
43.63737145931921,-79.38976958703309,26
43.73673829262113,-79.48227195568086,11
43.753107,-79.479626,2
43.7494501,-79.4869662,4
43.637695491830144,-79.42023184193503,10
43.64392767366328,-79.3687301736982,3
43.650033,-79.396555,29
43.639124514797004,-79.41423166721611,15
43.640978,-79.376785,22
43.658148,-79.398167,3
43.663162,-79.309765,25
43.67883,-79.408723,0
43.640132,-79.380464,4
43.6451635,-79.3831757,16
43.64817,-79.510392,6
43.661324,-79.449534,2
43.66496415990742,-79.38355031526893,0
43.640741,-79.3798521,8
43.663102,-79.373181,8
43.6322445,-79.4108105,14
43.655103,-79.389295,0
43.6563888888889,-79.4091666666667,17
43.637894,-79.454823,26
43.6525077,-79.4654233,2
43.6535269,-79.4650569,3
43.652686,-79.358395,10
43.666850777484896,-79.38114574756837,8
43.661152,-79.358505,11
43.659296,-79.358035,11
43.667158,-79.402761,12
43.69362206784152,-79.27710529695892,10
43.72704086366749,-79.24391402446746,6
43.63735795888104,-79.43617975886079,11
43.73596719224253,-79.21995221481933,6
43.7154661,-79.2876595,5
43.642904395956684,-79.43746059447746,7
43.70688,-79.26850999999999,4
43.697356080874876,-79.28528711019696,9
43.70960859570095,-79.39915125005619,2
43.71176278859601,-79.27028152889692,9
43.671771,-79.324961,15
43.7110442448186,-79.29127313845584,5
43.7032112,-79.2787149,2
43.7128578,-79.2487086,3
43.7323277855009,-79.22496619876934,13
43.669821695059376,-79.39444614603269,2
43.645653,-79.464366,14
43.649217,-79.465319,10
43.72690169821676,-79.22920396582664,10
43.67794376009951,-79.39836278587889,4
43.634565,-79.409161,12
43.64309687937765,-79.42875613770637,15
43.655350778457056,-79.38345966759798,17
43.6412561641921,-79.41502994047545,1
43.6476,-79.4015,9
43.6962750705313,-79.39629396191867,2
43.70430959999999,-79.3972815,2
43.69711160305226,-79.40537298227844,1
43.68370788065334,-79.32262453633884,0
43.7063279,-79.3962499,8
43.64600446255825,-79.39877642209015,11
43.64299174164139,-79.42355911563249,19
43.657275497390124,-79.32661544194183,10
43.68698672516659,-79.33478198280334,2
43.65922918158098,-79.44320901022282,3
43.71161098023304,-79.28055565662231,3
43.74531103700256,-79.20970650787817,10
43.647259,-79.379878,1
43.67036917803197,-79.32782698645094,14
43.6458569,-79.3853654,21
43.6509552,-79.3707,13
43.649722,-79.416944,43
